RunID,os,cpu,physical_cores,system_ram_gb,gpu,GPU_ram_mb,cuda_version,training_type,game_name,batch_size,learning_rate,buffer_size,beta,epsilon,lambd,num_epoch,learning_rate_schedule,normalize,hidden_units,num_layers,vis_encode_type,reward_extrinsic_gamma,reward_extrinsic_strength,keep_checkpoints,max_steps,time_horizon,summary_freq
20251130-051318,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.000111,40960,0.000497,0.106,0.904,10,linear,TRUE,128,2,simple,,,5,250000,256,12000
20251130-051631,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,2.90E-05,81920,0.009381,0.107,0.9,5,linear,FALSE,64,3,simple,,,5,250000,256,12000
20251130-051836,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.000165,163840,0.00327,0.164,0.9,10,constant,TRUE,64,2,simple,,,5,1000000,128,12000
20251130-053209,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.00012,40960,0.008504,0.267,0.909,4,constant,TRUE,256,3,simple,,,5,2000000,512,12000
20251130-055044,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,7.90E-05,327680,0.0076,0.179,0.914,5,constant,FALSE,32,3,simple,,,5,250000,2048,12000
20251130-055206,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,1.10E-05,81920,0.003924,0.173,0.922,10,linear,FALSE,64,2,simple,,,5,1000000,512,12000
20251130-060413,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,6.40E-05,163840,0.000537,0.102,0.937,8,linear,FALSE,64,1,simple,,,5,2000000,2048,12000
20251130-062638,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000223,40960,0.007236,0.232,0.915,10,linear,FALSE,512,1,simple,,,5,2000000,64,12000
20251130-065413,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,5.50E-05,20480,0.003149,0.171,0.914,8,constant,TRUE,256,3,simple,,,5,100000,512,12000
20251130-065540,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.000135,40960,0.004341,0.107,0.918,4,constant,FALSE,256,3,simple,,,5,2000000,64,12000
20251130-071415,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,9.60E-05,20480,0.006059,0.259,0.908,5,constant,TRUE,256,3,simple,,,5,500000,128,12000
20251130-071927,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,512,0.000213,40960,0.003192,0.215,0.947,10,linear,FALSE,64,1,simple,,,5,100000,64,12000
20251130-072045,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,2.30E-05,327680,0.00974,0.174,0.917,4,constant,TRUE,512,3,simple,,,5,2000000,512,12000
20251130-074239,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,512,3.00E-05,10240,0.006758,0.193,0.922,10,linear,TRUE,32,3,simple,,,5,100000,512,12000
20251130-074406,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,2.60E-05,81920,0.006195,0.153,0.948,4,constant,FALSE,128,2,simple,,,5,100000,128,12000
20251130-074503,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000106,20480,0.004919,0.201,0.914,5,constant,FALSE,128,3,simple,,,5,250000,1024,12000
20251130-074725,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.00017,81920,0.000184,0.221,0.917,8,constant,TRUE,512,1,simple,,,5,250000,64,12000
20251130-075041,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000232,20480,0.000812,0.237,0.938,3,constant,TRUE,32,1,simple,,,5,100000,256,12000
20251130-075134,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.00011,163840,0.000995,0.181,0.926,4,constant,TRUE,256,3,simple,,,5,500000,64,12000
20251130-075620,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.00018,81920,0.002484,0.209,0.905,4,linear,TRUE,128,3,simple,,,5,2000000,256,12000
20251130-081338,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000244,20480,0.002389,0.245,0.906,3,linear,TRUE,256,2,simple,,,5,1000000,2048,12000
20251130-082124,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,3.50E-05,163840,0.002932,0.287,0.934,4,linear,TRUE,512,1,simple,,,5,1000000,1024,12000
20251130-083011,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.000199,163840,0.005489,0.102,0.905,10,linear,TRUE,64,1,simple,,,5,500000,2048,12000
20251130-083530,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,4.40E-05,81920,0.006245,0.239,0.936,5,constant,FALSE,64,2,simple,,,5,250000,128,12000
20251130-083752,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.000157,40960,0.008873,0.12,0.915,3,constant,TRUE,64,1,simple,,,5,100000,128,12000
20251130-083844,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.0003,40960,0.00301,0.147,0.934,5,constant,TRUE,512,1,simple,,,5,1000000,128,12000
20251130-084816,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,512,3.90E-05,20480,0.002153,0.165,0.928,5,constant,FALSE,64,2,simple,,,5,250000,1024,12000
20251130-085040,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,3.10E-05,163840,0.006721,0.143,0.946,10,constant,TRUE,32,1,simple,,,5,1000000,512,12000
20251130-090401,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000186,81920,0.00809,0.101,0.917,5,constant,TRUE,512,3,simple,,,5,100000,512,12000
20251130-090523,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,2.00E-05,81920,0.009187,0.254,0.921,3,linear,FALSE,64,2,simple,,,5,1000000,64,12000
20251130-091242,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,7.20E-05,40960,0.007107,0.205,0.922,4,constant,TRUE,256,2,simple,,,5,1000000,1024,12000
20251130-092121,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,512,0.000162,10240,0.002873,0.165,0.901,10,linear,FALSE,512,1,simple,,,5,500000,1024,12000
20251130-092812,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,512,0.000123,20480,0.002096,0.26,0.914,3,linear,TRUE,64,2,simple,,,5,500000,256,12000
20251130-093157,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,512,3.70E-05,20480,0.004365,0.219,0.925,8,linear,TRUE,128,3,simple,,,5,100000,1024,12000
20251130-093320,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,7.90E-05,81920,0.000734,0.23,0.913,10,linear,TRUE,64,1,simple,,,5,2000000,1024,12000
20251130-095922,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,5.80E-05,20480,0.006689,0.244,0.925,4,constant,FALSE,512,2,simple,,,5,2000000,64,12000
20251130-101921,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,8.00E-05,20480,0.008208,0.288,0.931,8,linear,FALSE,256,1,simple,,,5,100000,2048,12000
20251130-102044,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.000288,81920,0.002745,0.199,0.93,8,linear,TRUE,32,1,simple,,,5,250000,128,12000
20251130-102309,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.00014,163840,0.000599,0.222,0.916,3,constant,TRUE,512,1,simple,,,5,100000,512,12000
20251130-102352,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000207,20480,0.008446,0.287,0.925,8,constant,FALSE,256,3,simple,,,5,2000000,2048,12000
20251130-104919,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.000223,81920,0.002887,0.133,0.94,3,constant,TRUE,32,2,simple,,,5,500000,64,12000
20251130-105311,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000204,81920,0.007216,0.182,0.903,3,linear,FALSE,512,3,simple,,,5,100000,1024,12000
20251130-105421,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.000227,40960,0.001815,0.118,0.901,5,constant,TRUE,512,1,simple,,,5,100000,512,12000
20251130-105528,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.000197,81920,0.007287,0.234,0.923,4,constant,FALSE,256,2,simple,,,5,2000000,1024,12000
20251130-111308,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.000213,163840,0.007736,0.123,0.941,4,linear,TRUE,512,2,simple,,,5,1000000,128,12000
20251130-112306,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,512,0.000255,40960,0.004782,0.11,0.912,8,linear,FALSE,32,2,simple,,,5,500000,64,12000
20251130-112848,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,8.70E-05,81920,0.008389,0.282,0.901,10,constant,TRUE,32,1,simple,,,5,100000,256,12000
20251130-113011,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,5.00E-05,20480,0.005107,0.149,0.915,8,linear,FALSE,64,2,simple,,,5,250000,2048,12000
20251130-113304,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,512,4.60E-05,40960,0.002889,0.19,0.942,5,linear,TRUE,512,2,simple,,,5,250000,128,12000
20251130-113546,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,512,4.90E-05,10240,0.007481,0.224,0.913,8,constant,TRUE,32,1,simple,,,5,100000,64,12000
20251130-113702,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000244,20480,0.002389,0.245,0.906,3,linear,TRUE,256,2,simple,,,5,1000000,2048,12000
20251130-114507,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.000132,327680,0.007144,0.117,0.906,5,constant,TRUE,256,3,simple,,,5,500000,64,12000
20251130-114937,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,512,0.000226,10240,0.00843,0.281,0.917,5,linear,FALSE,512,3,simple,,,5,2000000,64,12000
20251130-121630,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.0001,81920,0.007019,0.205,0.94,4,linear,TRUE,512,2,simple,,,5,2000000,1024,12000
20251130-124228,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.00023,20480,0.004401,0.28,0.911,3,constant,FALSE,128,1,simple,,,5,250000,128,12000
20251130-124502,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000261,20480,0.006922,0.254,0.918,3,linear,TRUE,256,3,simple,,,5,500000,256,12000
20251130-125032,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000146,81920,0.008544,0.265,0.937,5,linear,TRUE,128,2,simple,,,5,1000000,1024,12000
20251130-130142,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,512,0.000242,40960,0.007924,0.162,0.946,10,constant,FALSE,128,2,simple,,,5,250000,64,12000
20251130-130526,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,9.90E-05,40960,0.008718,0.254,0.931,4,linear,TRUE,32,3,simple,,,5,500000,128,12000
20251130-130955,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.000245,81920,0.0042,0.237,0.925,10,linear,TRUE,256,3,simple,,,5,1000000,64,12000
20251130-132647,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,512,0.000236,40960,0.009966,0.128,0.933,5,linear,FALSE,512,1,simple,,,5,2000000,128,12000
20251130-134730,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.000154,327680,0.000535,0.26,0.904,10,constant,TRUE,64,2,simple,,,5,100000,256,12000
20251130-134812,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,4.20E-05,327680,0.002033,0.114,0.912,8,constant,TRUE,64,3,simple,,,5,250000,512,12000
20251130-134940,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,2.70E-05,327680,0.004631,0.21,0.927,5,constant,FALSE,128,2,simple,,,5,500000,64,12000
20251130-135359,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,9.40E-05,163840,0.006821,0.23,0.904,10,linear,FALSE,512,2,simple,,,5,2000000,2048,12000
20251130-143102,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,512,0.000296,10240,0.002005,0.268,0.903,10,linear,TRUE,128,3,simple,,,5,500000,256,12000
20251130-143926,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,3.40E-05,81920,0.002632,0.144,0.949,4,constant,TRUE,32,3,simple,,,5,2000000,256,12000
20251130-150123,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.00028,327680,0.004258,0.19,0.91,10,linear,FALSE,32,3,simple,,,5,100000,128,12000
20251130-150214,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.000131,163840,0.008178,0.258,0.916,8,constant,TRUE,256,2,simple,,,5,500000,2048,12000
20251130-151039,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,7.20E-05,163840,0.000903,0.124,0.95,5,linear,TRUE,32,3,simple,,,5,500000,128,12000
20251130-151639,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000186,40960,0.003965,0.152,0.935,3,constant,TRUE,128,2,simple,,,5,100000,2048,12000
20251130-151744,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.000292,327680,0.009595,0.112,0.911,10,linear,TRUE,512,3,simple,,,5,1000000,2048,12000
20251130-154043,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000283,81920,0.004892,0.187,0.923,3,constant,FALSE,512,1,simple,,,5,2000000,64,12000
20251130-160156,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.000167,327680,0.008363,0.126,0.941,10,linear,FALSE,64,3,simple,,,5,100000,512,12000
20251130-160255,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.000125,327680,0.006885,0.213,0.945,3,constant,TRUE,32,2,simple,,,5,500000,256,12000
20251130-160743,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.000119,163840,0.003269,0.117,0.944,10,linear,FALSE,64,3,simple,,,5,100000,1024,12000
20251130-160847,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.000153,163840,0.003776,0.295,0.924,10,constant,TRUE,256,1,simple,,,5,1000000,2048,12000
20251130-162627,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.0001,163840,0.008737,0.206,0.929,5,linear,TRUE,64,1,simple,,,5,2000000,1024,12000
20251130-165117,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,5.50E-05,163840,0.000803,0.226,0.938,4,linear,TRUE,256,1,simple,,,5,2000000,64,12000
20251130-171410,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.000249,163840,0.000355,0.187,0.945,10,linear,FALSE,64,1,simple,,,5,1000000,1024,12000
20251130-172943,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,2.10E-05,20480,0.003053,0.108,0.906,5,constant,TRUE,128,1,simple,,,5,500000,512,12000
20251130-173539,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,6.40E-05,81920,0.002062,0.112,0.907,10,linear,TRUE,32,1,simple,,,5,250000,256,12000
20251130-173900,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,8.20E-05,163840,0.005552,0.105,0.946,3,linear,TRUE,256,3,simple,,,5,2000000,64,12000
20251130-175737,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.00024,163840,0.003572,0.184,0.933,5,constant,TRUE,512,1,simple,,,5,2000000,1024,12000
20251130-181857,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.00017,163840,0.004092,0.163,0.908,4,linear,TRUE,128,3,simple,,,5,1000000,64,12000
20251130-182859,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.000197,40960,0.003358,0.293,0.933,3,linear,FALSE,32,1,simple,,,5,250000,512,12000
20251130-183113,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.000138,81920,0.008234,0.187,0.943,8,linear,FALSE,128,1,simple,,,5,500000,1024,12000
20251130-183724,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.000158,163840,0.008017,0.133,0.947,8,linear,TRUE,512,2,simple,,,5,100000,512,12000
20251130-183814,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,8.20E-05,20480,0.003041,0.265,0.906,5,constant,FALSE,32,2,simple,,,5,1000000,256,12000
20251130-184802,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000274,81920,0.001707,0.142,0.9,4,constant,FALSE,512,1,simple,,,5,1000000,1024,12000
20251130-185746,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,6.70E-05,81920,0.000274,0.237,0.925,3,linear,FALSE,128,2,simple,,,5,250000,256,12000
20251130-185951,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000145,40960,0.007707,0.188,0.923,3,linear,TRUE,256,2,simple,,,5,100000,64,12000
20251130-190053,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000139,40960,0.006871,0.28,0.919,5,linear,TRUE,64,1,simple,,,5,500000,2048,12000
20251130-190610,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.00026,81920,0.000964,0.232,0.937,3,constant,TRUE,512,3,simple,,,5,500000,2048,12000
20251130-191217,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,512,1.50E-05,10240,0.004594,0.165,0.903,5,linear,FALSE,32,2,simple,,,5,100000,128,12000
20251130-191341,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,0.000174,20480,0.002492,0.225,0.911,4,constant,FALSE,512,3,simple,,,5,2000000,64,12000
20251130-194556,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.000262,81920,0.00011,0.288,0.929,10,constant,TRUE,32,3,simple,,,5,2000000,64,12000
20251130-202250,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.0001,327680,0.008913,0.126,0.923,4,constant,TRUE,64,3,simple,,,5,500000,128,12000
20251130-202810,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.000254,40960,0.006863,0.192,0.945,5,linear,TRUE,512,1,simple,,,5,2000000,512,12000
20251130-205207,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.000155,40960,0.008456,0.292,0.912,8,linear,TRUE,128,2,simple,,,5,2000000,256,12000
20251130-213448,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,0.000124,163840,0.005723,0.119,0.91,3,linear,TRUE,128,3,simple,,,5,2000000,1024,12000
20251130-215501,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,5.20E-05,40960,0.009558,0.137,0.928,10,linear,FALSE,64,1,simple,,,5,1000000,2048,12000
20251130-220944,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,8.40E-05,40960,0.008002,0.109,0.925,3,linear,TRUE,512,2,simple,,,5,500000,1024,12000
20251130-221441,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,4096,2.20E-05,163840,0.003245,0.262,0.905,3,linear,TRUE,512,3,simple,,,5,250000,1024,12000
20251130-221728,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,1024,6.70E-05,40960,0.006547,0.269,0.926,10,linear,FALSE,64,1,simple,,,5,100000,2048,12000
20251130-221857,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,0.000263,163840,0.009275,0.267,0.921,5,linear,TRUE,256,1,simple,,,5,2000000,512,12000
20251130-224146,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,2048,7.10E-05,163840,0.007595,0.199,0.939,5,linear,TRUE,512,1,simple,,,5,1000000,64,12000
